year,season,crop,region,district,irrigation,land_area_ha,fertilizer_kg,rainfall_mm,farmer_experience_yrs,yield_t_ha,production_kg,price_rs_per_kg,total_revenue_rs
2022,Maha,Capsicum,Low country,Kurunegala,Rainfed,1.58,150.1,181.2,18,6.685,10149.9,157.86,1602263.21
2017,Yala,Ash plantain,Low country,Kurunegala,Irrigated,0.514,48.0,103.1,11,12.387,6158.4,45.21,278421.26
2016,Maha,Beetroot,Up country,Kandy,Irrigated,0.54,55.0,247.0,0,14.178,7858.8,63.79,501312.85
2019,Maha,Cucumber,Low country,Ratnapura,Irrigated,0.447,51.4,168.2,4,14.507,6452.3,48.79,314807.72
2024,Yala,Brinjal,Low country,Gampaha,Rainfed,0.158,24.4,212.9,17,9.212,1391.7,160.5,223367.85
2023,Yala,Luffa,Low country,Gampaha,Irrigated,0.172,26.1,68.0,19,13.981,2425.1,165.94,402421.09
2019,Maha,Snake gourd,Low country,Kurunegala,Rainfed,0.221,17.3,202.9,7,13.187,2966.9,75.81,224920.69
2016,Maha,Leeks,Up country,Kandy,Irrigated,0.854,96.0,216.6,0,28.932,25451.3,52.33,1331866.53
2022,Maha,Carrot,Up country,Badulla,Irrigated,0.412,58.2,155.2,18,24.206,10071.4,116.34,1171706.68
2016,Yala,Leeks,Up country,Badulla,Rainfed,1.014,145.7,79.6,14,28.571,29311.9,54.11,1586066.91
2016,Yala,Brinjal,Low country,Gampaha,Irrigated,0.75,63.1,132.3,18,13.685,9921.8,50.51,501150.12
2021,Maha,Red pumpkin,Low country,Gampaha,Irrigated,0.115,16.7,193.1,31,13.803,1472.6,111.7,164489.42
2021,Maha,Brinjal,Low country,Ratnapura,Irrigated,0.561,35.3,161.3,13,10.539,5709.5,73.65,420504.68
2023,Maha,Snake gourd,Low country,Kalutara,Irrigated,0.494,83.6,164.4,17,19.51,9106.7,91.01,828800.77
2024,Yala,Leeks,Up country,Kandy,Rainfed,0.306,43.0,163.1,3,25.364,8158.1,131.94,1076379.71
2017,Yala,Cucumber,Low country,Gampaha,Irrigated,0.528,85.8,262.2,18,15.853,7886.1,30.22,238317.94
2023,Maha,Brinjal,Low country,Gampaha,Rainfed,1.256,212.4,160.7,22,13.27,17760.8,65.63,1165641.3
2016,Maha,Knol-khol,Up country,Badulla,Irrigated,0.274,34.4,88.9,11,14.546,4232.2,50.5,213726.1
2018,Maha,Leeks,Up country,Nuwara Eliya,Irrigated,0.213,16.9,237.3,16,25.825,5257.0,86.73,455939.61
2018,Maha,Luffa,Low country,Kurunegala,Irrigated,0.227,26.9,212.3,3,10.693,2458.9,84.59,207998.35
2022,Maha,Tomato,Up country,Kandy,Rainfed,0.349,39.0,122.8,19,13.273,4687.1,148.52,696128.09
2016,Yala,Cucumber,Low country,Kurunegala,Irrigated,0.114,20.4,30.1,11,15.27,1735.2,49.04,85094.21
2022,Yala,Bean (green),Up country,Badulla,Rainfed,0.589,94.9,150.8,9,6.625,4096.7,173.47,710654.55
2023,Yala,Ash plantain,Low country,Ratnapura,Irrigated,0.467,96.0,106.2,10,10.294,4683.9,88.14,412838.95
2019,Yala,Capsicum,Low country,Kalutara,Irrigated,0.451,73.4,140.7,18,9.041,4056.5,174.96,709725.24
2020,Maha,Leeks,Up country,Nuwara Eliya,Irrigated,0.76,195.6,168.9,17,33.512,25109.9,61.03,1532457.2
2016,Yala,Red pumpkin,Low country,Ratnapura,Irrigated,0.379,69.7,189.0,0,17.365,6640.4,45.11,299548.44
2020,Yala,Luffa,Low country,Kurunegala,Irrigated,0.853,133.5,163.6,4,14.051,11737.2,73.03,857167.72
2018,Yala,Capsicum,Low country,Gampaha,Rainfed,0.18,30.3,156.7,21,7.928,1333.5,173.39,231215.56
2019,Yala,Ash plantain,Low country,Kurunegala,Irrigated,0.279,30.7,135.8,25,9.074,2562.2,82.12,210407.86
2021,Maha,Bitter gourd,Low country,Kalutara,Rainfed,0.253,19.9,148.4,6,9.878,2557.4,174.27,445678.1
2022,Yala,Bean (green),Up country,Badulla,Irrigated,0.154,29.6,239.5,20,9.16,1491.2,216.79,323277.25
2019,Yala,Snake gourd,Low country,Ratnapura,Irrigated,0.152,23.3,86.2,9,13.873,2067.4,96.73,199979.6
2020,Yala,Radish,Up country,Kandy,Irrigated,0.635,60.6,139.4,4,19.722,12533.8,40.93,513008.43
2023,Yala,Knol-khol,Up country,Nuwara Eliya,Rainfed,0.573,80.8,114.2,12,13.557,7764.1,70.57,547912.54
2022,Yala,Beetroot,Up country,Badulla,Rainfed,0.648,158.2,161.3,4,13.591,8672.2,100.06,867740.33
2018,Yala,Ash plantain,Low country,Gampaha,Rainfed,0.483,71.7,128.5,24,11.207,5378.1,56.93,306175.23
2023,Yala,Brinjal,Low country,Gampaha,Irrigated,0.198,40.4,76.4,10,10.614,2084.6,141.36,294679.06
2022,Maha,Carrot,Up country,Nuwara Eliya,Irrigated,0.593,20.0,136.1,11,30.41,18790.3,108.58,2040250.77
2020,Yala,Brinjal,Low country,Kurunegala,Rainfed,0.337,31.0,166.3,9,9.425,3046.4,90.39,275364.1
2021,Yala,Bean (green),Up country,Badulla,Irrigated,1.036,206.2,83.0,4,16.658,16766.8,98.37,1649350.12
2023,Yala,Red pumpkin,Low country,Gampaha,Irrigated,0.385,63.5,246.3,4,19.776,7903.9,69.54,549637.21
2021,Maha,Carrot,Up country,Badulla,Rainfed,1.254,96.4,141.4,17,15.577,19424.7,112.89,2192854.38
2023,Yala,Capsicum,Low country,Ratnapura,Rainfed,0.604,80.8,152.7,23,7.103,4301.5,221.76,953900.64
2019,Yala,Radish,Up country,Kandy,Irrigated,0.666,86.1,143.8,19,20.098,13672.4,36.83,503554.49
2016,Maha,Ash plantain,Low country,Ratnapura,Irrigated,0.156,25.9,197.9,14,8.987,1443.0,75.74,109292.82
2019,Yala,Snake gourd,Low country,Gampaha,Irrigated,0.411,27.7,142.9,11,17.29,7136.2,69.11,493182.78
2024,Yala,Ash plantain,Low country,Ratnapura,Rainfed,3.194,289.7,153.7,5,11.034,35240.2,52.73,1858215.75
2017,Maha,Leeks,Up country,Kandy,Rainfed,0.935,153.3,166.1,15,29.55,28391.5,56.38,1600712.77
2022,Maha,Luffa,Low country,Kalutara,Rainfed,0.353,49.3,80.8,3,4.551,1604.5,160.02,256752.09
2022,Yala,Beetroot,Up country,Nuwara Eliya,Irrigated,0.429,40.3,53.5,21,25.207,10848.1,84.45,916122.04
2016,Maha,Beetroot,Up country,Nuwara Eliya,Rainfed,0.172,32.5,96.5,11,12.054,2057.7,82.49,169739.67
2017,Yala,Ash plantain,Low country,Ratnapura,Irrigated,0.129,19.0,20.0,17,14.369,1781.2,67.9,120943.48
2016,Maha,Ash pumpkin,Low country,Ratnapura,Irrigated,0.233,33.0,284.4,2,17.331,3954.9,37.24,147280.48
2017,Maha,Snake gourd,Low country,Ratnapura,Rainfed,0.245,26.2,118.9,3,13.495,3216.1,78.51,252496.01
2021,Yala,Knol-khol,Up country,Badulla,Rainfed,0.269,51.2,228.1,17,14.355,3729.1,87.86,327638.73
2023,Maha,Leeks,Up country,Nuwara Eliya,Irrigated,0.105,16.3,194.4,2,25.78,2712.9,196.07,531918.3
2020,Maha,Ladies fingers,Low country,Kalutara,Rainfed,0.505,48.4,179.3,10,8.505,4413.3,74.43,328481.92
2019,Yala,Knol-khol,Up country,Kandy,Irrigated,0.097,11.4,189.1,16,15.431,1583.0,82.61,130771.63
2018,Yala,Leeks,Up country,Nuwara Eliya,Rainfed,0.802,126.9,67.1,6,28.588,22504.7,57.49,1293795.2
2020,Maha,Snake gourd,Low country,Kurunegala,Irrigated,0.822,133.7,187.9,13,12.468,10144.8,70.15,711657.72
2021,Maha,Bitter gourd,Low country,Kurunegala,Rainfed,0.149,24.4,198.9,12,5.484,849.7,296.07,251570.68
2021,Maha,Knol-khol,Up country,Kandy,Irrigated,0.344,64.5,165.6,17,12.457,4394.2,85.44,375440.45
2018,Maha,Brinjal,Low country,Kalutara,Rainfed,0.175,25.2,125.4,9,8.567,1499.2,102.28,153338.18
2020,Yala,Ash plantain,Low country,Kurunegala,Irrigated,0.267,40.0,143.9,17,16.314,4646.8,57.81,268631.51
2018,Maha,Red pumpkin,Low country,Gampaha,Irrigated,0.81,132.8,127.0,19,12.788,10456.5,46.75,488841.38
2017,Maha,Bitter gourd,Low country,Gampaha,Irrigated,0.12,25.4,121.6,13,12.376,1504.4,157.95,237619.98
2017,Maha,Knol-khol,Up country,Kandy,Rainfed,0.967,125.6,88.9,16,10.814,10493.0,42.28,443644.04
2017,Yala,Capsicum,Low country,Ratnapura,Irrigated,0.587,78.9,227.5,4,9.46,5359.5,123.64,662648.58
2017,Maha,Ash plantain,Low country,Ratnapura,Irrigated,1.093,127.8,247.1,9,15.469,17201.0,38.82,667742.82
2018,Maha,Capsicum,Low country,Gampaha,Irrigated,1.672,256.3,176.9,6,7.305,12339.6,103.65,1278999.54
2020,Maha,Cucumber,Low country,Ratnapura,Irrigated,0.713,85.3,139.9,27,20.338,15081.3,32.47,489689.81
2022,Maha,Leeks,Up country,Nuwara Eliya,Rainfed,0.75,94.5,171.5,22,17.075,13156.6,106.62,1402756.69
2017,Maha,Capsicum,Low country,Kalutara,Irrigated,0.097,15.1,139.3,13,9.324,910.0,225.48,205186.8
2024,Yala,Bitter gourd,Low country,Kalutara,Rainfed,4.489,512.5,77.9,6,16.431,72402.0,123.16,8917030.32
2021,Yala,Radish,Up country,Kandy,Irrigated,0.548,77.5,266.1,20,27.837,16573.3,38.39,636248.99
2017,Yala,Tomato,Up country,Nuwara Eliya,Irrigated,1.676,231.3,170.2,2,26.294,43862.0,55.19,2420743.78
2023,Maha,Knol-khol,Up country,Nuwara Eliya,Rainfed,0.253,45.8,140.3,13,11.901,3050.7,105.43,321635.3
2023,Maha,Beetroot,Up country,Nuwara Eliya,Irrigated,0.477,55.8,205.8,18,13.99,6854.3,109.45,750203.14
2023,Yala,Carrot,Up country,Nuwara Eliya,Irrigated,1.423,258.2,102.0,16,22.38,31713.4,102.74,3258234.72
2022,Maha,Bitter gourd,Low country,Ratnapura,Rainfed,0.299,31.3,219.6,3,11.04,3263.6,207.76,678045.54
2020,Maha,Red pumpkin,Low country,Ratnapura,Irrigated,0.783,115.1,222.1,16,12.999,9917.2,55.68,552189.7
2024,Yala,Carrot,Up country,Badulla,Rainfed,0.663,100.1,100.1,13,17.941,11698.3,141.14,1651098.06
2020,Maha,Ash plantain,Low country,Ratnapura,Irrigated,0.107,13.5,108.1,0,11.606,1201.7,108.92,130889.16
2020,Yala,Luffa,Low country,Gampaha,Irrigated,0.72,121.4,187.1,0,14.056,9581.9,90.63,868407.6
2019,Maha,Capsicum,Low country,Kalutara,Irrigated,0.144,23.3,177.1,12,10.673,1544.7,190.62,294450.71
2024,Yala,Knol-khol,Up country,Badulla,Irrigated,1.736,163.8,142.1,12,15.367,25843.2,61.57,1591165.82
2019,Maha,Ash plantain,Low country,Ratnapura,Irrigated,0.392,19.0,210.7,1,12.635,4890.4,62.38,305063.15
2020,Maha,Red pumpkin,Low country,Gampaha,Rainfed,0.174,36.5,226.1,11,11.201,1963.6,90.7,178098.52
2021,Yala,Bean (green),Up country,Kandy,Rainfed,0.148,26.7,162.8,12,8.74,1304.5,212.92,277754.14
2023,Yala,Ash plantain,Low country,Kurunegala,Rainfed,0.618,114.9,207.9,1,5.637,3651.3,87.93,321058.81
2021,Maha,Ladies fingers,Low country,Ratnapura,Irrigated,0.361,67.9,91.9,14,12.183,4427.4,74.82,331258.07
2024,Yala,Ash pumpkin,Low country,Ratnapura,Irrigated,0.47,67.7,202.2,5,14.508,6715.5,73.67,494730.88
2023,Yala,Bean (green),Up country,Badulla,Irrigated,0.456,66.8,252.0,22,14.331,6563.8,146.31,960349.58
2020,Maha,Leeks,Up country,Kandy,Irrigated,0.158,21.1,88.1,14,23.483,3807.9,112.01,426522.88
2021,Maha,Cucumber,Low country,Kalutara,Rainfed,0.354,59.4,117.4,8,8.33,3020.2,58.01,175201.8
2024,Yala,Luffa,Low country,Kalutara,Rainfed,0.246,29.7,271.1,8,8.264,2093.8,145.2,304019.76
2022,Maha,Cabbage,Up country,Kandy,Irrigated,0.48,79.0,109.4,10,16.127,7924.4,85.06,674049.46
2022,Yala,Beetroot,Up country,Kandy,Rainfed,0.359,70.8,229.1,17,16.166,5847.8,102.88,601621.66
2022,Maha,Cucumber,Low country,Gampaha,Irrigated,0.361,71.4,140.5,20,13.911,4786.5,50.51,241766.12
2019,Yala,Red pumpkin,Low country,Kurunegala,Rainfed,0.919,201.0,133.2,15,13.933,12803.9,49.24,630464.04
2017,Maha,Bean (green),Up country,Badulla,Irrigated,0.884,145.2,131.2,12,9.745,8636.7,87.16,752774.77
2016,Maha,Cabbage,Up country,Nuwara Eliya,Irrigated,1.355,238.9,207.2,9,20.314,28068.5,47.92,1345042.52
2018,Maha,Red pumpkin,Low country,Ratnapura,Irrigated,0.801,162.7,186.4,9,11.649,9370.1,49.15,460540.42
2023,Maha,Radish,Up country,Badulla,Rainfed,0.917,67.9,10.0,13,12.863,11872.1,49.1,582920.11
2017,Maha,Leeks,Up country,Kandy,Rainfed,0.336,38.2,175.9,12,20.928,7431.9,78.64,584444.62
2018,Yala,Luffa,Low country,Gampaha,Rainfed,0.284,41.5,73.1,17,8.112,2161.6,102.11,220720.98
2018,Yala,Beetroot,Up country,Badulla,Irrigated,0.469,89.2,118.7,8,32.381,15487.9,49.82,771607.18
2018,Maha,Ladies fingers,Low country,Gampaha,Irrigated,0.66,106.5,138.8,5,7.624,5142.4,66.79,343460.9
2017,Yala,Ash pumpkin,Low country,Kalutara,Irrigated,0.493,70.9,126.7,1,18.739,9303.8,38.88,361731.74
2023,Maha,Ladies fingers,Low country,Ratnapura,Irrigated,0.416,74.3,164.2,1,9.719,4194.4,92.29,387101.18
2024,Yala,Brinjal,Low country,Kurunegala,Irrigated,0.087,11.8,167.4,11,16.392,1455.4,145.22,211353.19
2021,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.14,14.3,132.1,19,18.235,2564.7,65.22,167269.73
2021,Yala,Beetroot,Up country,Badulla,Irrigated,0.994,184.7,136.2,7,27.24,27777.3,54.52,1514418.4
2021,Maha,Brinjal,Low country,Gampaha,Rainfed,0.241,21.8,136.7,7,6.725,1537.9,128.8,198081.52
2016,Maha,Knol-khol,Up country,Kandy,Rainfed,0.48,71.1,98.6,0,10.857,5093.6,47.29,240876.34
2016,Maha,Cucumber,Low country,Gampaha,Rainfed,0.936,183.0,176.0,24,12.721,11425.1,28.52,325843.85
2022,Yala,Ladies fingers,Low country,Gampaha,Irrigated,0.18,29.1,94.0,6,11.817,2111.2,108.28,228600.74
2018,Maha,Beetroot,Up country,Badulla,Rainfed,0.243,52.4,138.8,12,9.159,2239.9,105.29,235839.07
2019,Yala,Bean (green),Up country,Badulla,Irrigated,0.41,45.1,124.8,6,13.77,5389.7,122.73,661477.88
2023,Yala,Cabbage,Up country,Badulla,Rainfed,1.001,214.1,114.8,2,21.521,20846.4,81.92,1707737.09
2021,Maha,Carrot,Up country,Kandy,Irrigated,0.131,21.1,185.5,8,25.385,3378.5,163.16,551236.06
2021,Yala,Carrot,Up country,Badulla,Irrigated,0.262,33.8,150.9,5,19.666,5089.2,131.14,667397.69
2022,Maha,Bitter gourd,Low country,Gampaha,Rainfed,0.151,19.2,134.6,18,11.437,1697.4,216.43,367368.28
2021,Yala,Tomato,Up country,Kandy,Rainfed,0.542,18.9,245.6,19,15.953,8522.2,105.05,895257.11
2020,Yala,Bean (green),Up country,Nuwara Eliya,Irrigated,0.175,31.6,11.8,9,9.385,1668.1,174.88,291717.33
2023,Maha,Ladies fingers,Low country,Kurunegala,Rainfed,0.082,8.8,169.9,2,8.427,685.4,155.57,106627.68
2024,Yala,Ladies fingers,Low country,Kalutara,Irrigated,0.849,83.4,235.0,10,11.62,9931.8,75.86,753426.35
2021,Maha,Ash pumpkin,Low country,Ratnapura,Rainfed,0.405,43.2,160.8,14,14.101,5714.6,64.83,370477.52
2017,Yala,Beetroot,Up country,Kandy,Irrigated,0.534,64.8,213.7,0,17.363,9182.9,53.64,492570.76
2019,Yala,Bean (green),Up country,Badulla,Irrigated,0.353,32.1,74.8,17,11.153,3797.7,136.38,517930.33
2019,Yala,Cucumber,Low country,Gampaha,Irrigated,0.241,26.4,94.3,10,9.462,2291.5,59.17,135588.06
2019,Maha,Radish,Up country,Badulla,Irrigated,0.216,27.9,124.0,22,15.171,3337.2,58.25,194391.9
2023,Yala,Luffa,Low country,Kurunegala,Rainfed,0.175,24.5,46.3,22,8.656,1482.9,161.04,238806.22
2018,Maha,Leeks,Up country,Nuwara Eliya,Irrigated,0.086,14.1,158.2,26,29.873,2390.3,120.21,287337.96
2021,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.588,90.6,142.0,16,15.808,9487.7,54.45,516605.27
2024,Maha,Luffa,Low country,Ratnapura,Rainfed,0.459,76.0,136.1,16,7.659,3494.8,124.81,436185.99
2017,Yala,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.533,97.7,238.4,18,19.03,9973.3,40.29,401824.26
2016,Maha,Radish,Up country,Nuwara Eliya,Irrigated,0.246,42.6,130.8,15,15.667,3923.6,40.39,158474.2
2018,Maha,Bitter gourd,Low country,Gampaha,Rainfed,0.35,48.5,184.4,12,8.627,2909.1,145.56,423448.6
2018,Yala,Radish,Up country,Badulla,Rainfed,0.241,35.5,206.4,16,17.274,4345.4,40.83,177422.68
2018,Yala,Cabbage,Up country,Badulla,Rainfed,0.179,21.1,67.8,7,18.772,3234.5,91.23,295083.44
2023,Yala,Bitter gourd,Low country,Kalutara,Irrigated,0.159,11.0,277.8,14,10.381,1663.6,205.98,342668.33
2023,Yala,Radish,Up country,Badulla,Rainfed,0.266,42.9,222.1,7,13.579,3655.1,69.61,254431.51
2016,Maha,Ash pumpkin,Low country,Kalutara,Rainfed,0.53,86.2,86.7,10,11.232,5963.0,38.96,232318.48
2024,Yala,Capsicum,Low country,Gampaha,Rainfed,0.343,50.9,51.5,14,7.994,2773.9,327.92,909617.29
2020,Maha,Capsicum,Low country,Kurunegala,Irrigated,0.73,123.2,192.2,6,8.988,6804.6,147.59,1004290.91
2020,Yala,Beetroot,Up country,Badulla,Irrigated,0.177,30.5,104.0,13,23.76,4066.5,97.47,396361.76
2016,Maha,Ash pumpkin,Low country,Kalutara,Rainfed,0.418,37.6,228.9,25,12.084,5199.2,45.28,235419.78
2022,Yala,Capsicum,Low country,Kurunegala,Irrigated,0.26,41.1,246.2,0,8.896,2244.8,226.07,507481.94
2021,Yala,Bean (green),Up country,Nuwara Eliya,Rainfed,0.429,42.6,202.9,24,10.122,4503.4,140.63,633313.14
2019,Maha,Capsicum,Low country,Ratnapura,Irrigated,0.538,90.4,61.5,0,14.461,8026.3,157.68,1265586.98
2016,Yala,Tomato,Up country,Badulla,Rainfed,0.332,82.4,134.7,13,12.831,4081.6,74.55,304283.28
2022,Yala,Snake gourd,Low country,Kalutara,Irrigated,0.357,57.2,209.7,6,13.264,4767.4,98.98,471877.25
2017,Yala,Bitter gourd,Low country,Gampaha,Irrigated,0.431,83.8,142.4,13,17.984,7998.8,91.08,728530.7
2023,Yala,Ash pumpkin,Low country,Gampaha,Rainfed,0.58,106.3,95.2,22,12.092,6828.1,63.45,433242.95
2024,Yala,Ladies fingers,Low country,Kalutara,Irrigated,0.615,107.4,93.9,8,9.4,5745.3,81.02,465484.21
2017,Maha,Beetroot,Up country,Badulla,Irrigated,0.371,84.4,211.3,11,14.304,5568.8,76.69,427071.27
2016,Yala,Cucumber,Low country,Gampaha,Irrigated,0.535,94.9,99.2,7,17.599,9997.9,29.44,294338.18
2020,Maha,Bitter gourd,Low country,Ratnapura,Irrigated,0.155,28.6,109.6,4,15.099,2400.7,158.33,380102.83
2018,Maha,Bean (green),Up country,Badulla,Rainfed,0.366,39.7,213.8,7,7.811,2919.4,124.03,362093.18
2022,Yala,Knol-khol,Up country,Kandy,Irrigated,0.165,18.0,278.7,8,16.532,2512.8,87.38,219568.46
2018,Yala,Leeks,Up country,Nuwara Eliya,Rainfed,0.283,55.6,38.8,19,32.78,8846.6,77.88,688973.21
2022,Maha,Bitter gourd,Low country,Ratnapura,Rainfed,1.274,263.6,150.8,17,9.759,12187.3,128.33,1563996.21
2024,Yala,Leeks,Up country,Kandy,Rainfed,0.206,48.7,144.1,0,21.994,4533.6,144.12,653382.43
2016,Maha,Beetroot,Up country,Badulla,Irrigated,0.143,29.9,179.6,4,19.656,2885.1,67.79,195580.93
2018,Yala,Cabbage,Up country,Kandy,Irrigated,0.384,70.9,73.9,19,23.181,8529.0,68.13,581080.77
2019,Yala,Bean (green),Up country,Nuwara Eliya,Irrigated,1.164,156.4,103.5,0,11.327,13000.4,88.71,1153265.48
2018,Yala,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.154,26.6,162.0,1,7.676,1210.6,93.88,113651.13
2024,Maha,Brinjal,Low country,Kurunegala,Rainfed,0.081,13.8,221.3,18,7.28,567.1,175.98,99798.26
2021,Maha,Luffa,Low country,Gampaha,Rainfed,0.206,49.1,172.4,3,9.147,1787.7,133.31,238318.29
2020,Maha,Bean (green),Up country,Nuwara Eliya,Rainfed,0.357,68.4,204.7,9,11.484,4200.6,136.77,574516.06
2020,Yala,Red pumpkin,Low country,Ratnapura,Irrigated,0.486,52.2,105.1,0,15.472,7737.9,61.6,476654.64
2022,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.367,39.8,157.8,15,23.788,8956.4,52.51,470300.56
2016,Maha,Leeks,Up country,Kandy,Rainfed,0.383,74.1,132.6,15,22.729,8591.5,64.91,557674.26
2022,Yala,Bitter gourd,Low country,Gampaha,Rainfed,0.549,88.8,169.3,23,10.536,5680.1,167.79,953063.98
2017,Maha,Cucumber,Low country,Kalutara,Irrigated,0.719,138.2,154.6,0,22.762,17025.1,28.42,483853.34
2019,Maha,Cabbage,Up country,Badulla,Irrigated,0.725,101.2,84.3,14,17.166,12422.3,63.62,790306.73
2017,Yala,Knol-khol,Up country,Badulla,Rainfed,0.124,22.9,177.6,11,12.344,1567.5,78.95,123754.12
2019,Yala,Ladies fingers,Low country,Kalutara,Irrigated,1.691,164.0,146.2,4,12.519,22878.2,47.32,1082596.42
2020,Yala,Capsicum,Low country,Kurunegala,Irrigated,0.523,64.5,79.2,17,7.893,4029.2,182.6,735731.92
2016,Yala,Leeks,Up country,Kandy,Irrigated,0.287,26.9,102.2,23,25.312,7362.3,76.97,566676.23
2018,Yala,Cabbage,Up country,Nuwara Eliya,Irrigated,0.356,49.1,169.3,24,29.749,10405.5,62.58,651176.19
2020,Yala,Bitter gourd,Low country,Ratnapura,Rainfed,0.812,170.9,147.7,7,12.215,10066.0,111.91,1126486.06
2021,Maha,Knol-khol,Up country,Nuwara Eliya,Irrigated,1.132,153.7,259.7,0,12.523,14656.8,56.78,832213.1
2017,Yala,Luffa,Low country,Gampaha,Rainfed,0.765,117.7,62.0,7,12.651,9959.4,68.33,680525.8
2018,Yala,Bean (green),Up country,Badulla,Rainfed,0.077,11.6,96.8,10,12.112,965.7,155.19,149866.98
2019,Yala,Brinjal,Low country,Gampaha,Irrigated,0.445,73.4,95.7,12,13.316,5763.6,76.02,438148.87
2018,Yala,Radish,Up country,Kandy,Rainfed,2.031,249.5,243.2,6,12.581,26701.8,27.49,734032.48
2017,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.129,11.4,149.7,21,23.471,2910.2,46.63,135702.63
2017,Maha,Cucumber,Low country,Ratnapura,Irrigated,0.469,37.5,89.6,0,17.243,8182.6,34.42,281645.09
2018,Yala,Cucumber,Low country,Gampaha,Irrigated,0.201,27.1,159.0,17,14.986,3013.7,43.81,132030.2
2024,Yala,Tomato,Up country,Badulla,Irrigated,0.166,30.3,155.1,0,22.851,3808.4,138.53,527577.65
2017,Maha,Cabbage,Up country,Badulla,Rainfed,0.163,22.8,96.5,13,13.942,2265.2,70.67,160081.68
2024,Maha,Knol-khol,Up country,Kandy,Irrigated,0.654,64.6,120.4,8,17.273,11368.0,80.19,911599.92
2020,Maha,Cucumber,Low country,Gampaha,Irrigated,2.302,212.8,103.8,26,13.292,30080.9,29.87,898516.48
2023,Yala,Cabbage,Up country,Kandy,Irrigated,0.313,56.9,65.0,22,34.136,11203.0,91.63,1026530.89
2019,Yala,Radish,Up country,Kandy,Irrigated,0.114,18.3,150.1,9,21.801,2414.0,63.58,153482.12
2024,Yala,Carrot,Up country,Badulla,Irrigated,0.532,62.7,178.7,0,17.199,9714.6,158.47,1539472.66
2024,Maha,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.367,61.7,157.7,5,13.844,5178.5,100.7,521474.95
2023,Yala,Beetroot,Up country,Kandy,Irrigated,0.175,23.8,195.0,10,21.652,3784.9,113.65,430153.88
2022,Yala,Ash pumpkin,Low country,Kurunegala,Irrigated,0.234,37.5,121.4,29,14.869,3250.9,77.36,251489.62
2024,Yala,Red pumpkin,Low country,Gampaha,Rainfed,0.242,48.9,213.5,7,10.898,2704.3,107.66,291144.94
2022,Maha,Beetroot,Up country,Badulla,Irrigated,0.361,45.9,163.9,18,16.434,6016.6,98.5,592635.1
2017,Yala,Red pumpkin,Low country,Gampaha,Irrigated,0.283,27.2,151.3,16,22.56,6018.3,50.07,301336.28
2017,Yala,Bean (green),Up country,Nuwara Eliya,Irrigated,1.232,260.1,118.3,18,16.117,20361.1,75.4,1535226.94
2021,Maha,Beetroot,Up country,Nuwara Eliya,Rainfed,0.32,57.7,106.5,24,11.67,3792.5,99.1,375836.75
2016,Maha,Tomato,Up country,Kandy,Rainfed,1.179,264.2,140.7,8,13.712,15241.2,53.93,821957.92
2016,Yala,Leeks,Up country,Nuwara Eliya,Rainfed,0.676,99.1,124.2,3,26.371,17627.2,60.51,1066621.87
2020,Yala,Ladies fingers,Low country,Gampaha,Rainfed,0.325,22.2,137.6,7,8.543,2699.6,82.1,221637.16
2018,Yala,Ash plantain,Low country,Kurunegala,Irrigated,0.224,32.6,106.6,26,15.641,3308.8,68.22,225726.34
2022,Maha,Ladies fingers,Low country,Gampaha,Irrigated,0.428,82.7,130.1,2,12.802,5297.2,79.68,422080.9
2018,Maha,Tomato,Up country,Nuwara Eliya,Rainfed,0.687,74.5,121.7,7,15.74,10617.0,72.75,772386.75
2018,Yala,Leeks,Up country,Badulla,Irrigated,0.306,57.3,202.9,20,37.78,11809.7,83.97,991660.51
2023,Yala,Capsicum,Low country,Kurunegala,Rainfed,0.341,37.8,242.9,3,5.716,1853.5,285.26,528729.41
2016,Maha,Capsicum,Low country,Ratnapura,Rainfed,1.203,126.9,125.7,11,7.308,8603.2,109.33,940587.86
2019,Yala,Knol-khol,Up country,Badulla,Rainfed,0.479,117.6,129.9,4,9.429,4642.0,56.85,263897.7
2019,Maha,Ladies fingers,Low country,Gampaha,Irrigated,0.197,38.0,196.2,12,9.761,1915.1,84.83,162457.93
2019,Yala,Cucumber,Low country,Gampaha,Rainfed,0.386,48.5,65.7,21,15.768,6041.4,48.12,290712.17
2018,Maha,Capsicum,Low country,Kurunegala,Rainfed,0.158,14.1,160.1,15,6.183,942.3,253.83,239184.01
2017,Yala,Red pumpkin,Low country,Ratnapura,Irrigated,0.354,67.1,98.6,13,19.284,6858.0,50.31,345025.98
2019,Yala,Red pumpkin,Low country,Gampaha,Irrigated,0.348,77.7,247.1,17,12.089,4019.1,64.57,259513.29
2020,Yala,Cabbage,Up country,Nuwara Eliya,Irrigated,0.341,36.3,119.7,12,21.621,7436.3,70.96,527679.85
2024,Yala,Ladies fingers,Low country,Kalutara,Rainfed,0.429,82.1,95.7,6,10.033,4456.2,102.68,457562.62
